ID,Tweet_ID,Isi_Tweet,Tanggal_Tweet,Kandidat,Aplikasi,Lokasi User,Sentimen,,,,
1262807344,Kupang5,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres...",9/14/2013 11:15,Hatta,,,-1,,,,
1263010283,despar54,"DPD PDIP se Sumatera, Kalimtn, Celebes, Papua dukung Capres Jokowi! Jawa belon @masbedjo @cienhua @MbahPlayboy  @KodratArief @wakadol2012",9/8/2013 2:34,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jakarta,1,,,,
1263768464,JokowiMendengar,"RT @giovanoku: #presidenRI sekarang kurang bermutu. #Presiden kok #memble. 10 tahun terlalu lama utk #presidenSBY, gak sabar ingin punya #p...",9/26/2013 17:32,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Jakarta,-1,,,,
1267713244,kumkumkusuma,Yang pantas jadi pasangan presiden jokowi ahok anti korupsi dan yg pasti tidak serakah bok,11/4/2013 5:29,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
1272883481,Kamilars2402,Presiden Jokowi keren kali,8/16/2013 15:27,Jokowi,"<a href=""http://www.samsungmobile.com"" rel=""nofollow"">Samsung Mobile</a>",Heart's FZ,1,,,,
1272885467,Harrybumiagung,"Ustad @Yusuf_Mansur jgn ampe jokowi jd presiden JOKOWI jd presiden, AHOK gubernur donk, cuku di SOLO aja jokowi ngejadiin kristen pemimpin",8/10/2013 10:47,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Bandar Lampung & Bandung,-1,,,,
1274532674,Caleg_Bersih,"RT @HenryBarus1: @Me_AswinDP: Menurut saya akan keren jika Indonesia ber presiden kan @aniesbaswedan dan wakil presiden @jokowi_do2 ""Itu td...",9/13/2013 20:06,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
1274765858,masgits561,Kl niat kenapa nunggu jd presiden. Sekarang juga. RT @Berita_Dahlan Berita Dahlan Iskan - Jika Jadi Presiden Dahlan Iskan akan Buat PLN Baru,11/14/2013 8:39,Dahlan,web,Indonesia Raya,-1,,,,
1277670988,arief_luarbiasa,@Presiden2014com 2014 pilihannya cuma 2: Pilih Presiden Prabowo atau Pilih Presiden yg sekelas SBY,9/29/2013 14:36,Prabowo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Apartemen Mewah Di Jakarta,1,,,,
1279353226,lakistyle,@putrasam88 : bagusnya Jokowi Presiden JK wakilnya...cucok deh,11/27/2013 12:30,JK,web,Aceh - Sumatera - Indonesia,1,,,,
1289128093,MarbunMarshall,RT @patih_patria: @FahrelStv Gak setuju Jokowi jadi Cawapres.. CAPRES JOKOWI harga mati...,8/2/2013 15:31,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
1294895607,RizkiSaputera,"Shit, muar banar melihat iklan capres wiranto-hary tanoe ni",8/17/2013 5:26,Wiranto,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",martapura,-1,,,,
1296154014,JaswandiSalim,RT @sukendro4: @JaswandiSalim tidak ada capres jokowi bsok 2014?? Saya mending golput,11/12/2013 10:04,Jokowi,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aryoangop@gmail.com,1,,,,
1299277959,wirantoRI,"RT @Budhiusmp: Sedangkan pemain lama u soal Capres, JK dan Wiranto, lbh spt sdg menikmati wisata politik yg mengasyikkan semata, post power...",9/15/2013 23:34,JK,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
1300548049,suryasenja19,anehnyaaaa anak calon presiden HATTA RAJASA  telah menewaskan orang kok tidak di hukum ?,11/21/2013 3:02,Hatta,suryasenja19,"Jalan yang kulalui , bagaikan hitam putihnya kertas",-1,,,,
1304073972,NTT200,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres...",9/14/2013 11:46,Hatta,,,-1,,,,
1306112407,AndiSeptiyano,"RT @agakarebaa: calon presiden, Aburizal Bakri, kasi laptop enam siswa di bulukumba",9/30/2013 13:15,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Riau-Makassar-sinjai-bulukumba,1,,,,
1306273189,Constitueniken,"Btw emang ada ya yang mau milih Dino Patidjalal jadi Presiden? Dahlan Iskan masib ada gaungnya, nah dia? Konvensi partai yang aneh.. :s",9/17/2013 2:56,Dahlan,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Jakarta Greater Area, ID.",1,,,,
1314758238,SondraClay7,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...,9/24/2013 15:35,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,1,,,,
1317538067,andikayunani,"Daripada sibuk ngurusin capres, Jokowi fokus aja selesaiin masalah banjir dan macet Jkt @Ngopi2014 @GiriSugiris @jokowi_do2 @pondokasri11",9/11/2013 7:49,Jokowi,web,Jakarta,-1,,,,
1322232531,Mataram12,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres...",9/14/2013 11:15,Hatta,,,-1,,,,
1325519288,ilov_eindonesia,RT @yepegtloh: dan LEGOWO RT @Prabowo08 Prabowo tdk ngoyo jd presiden.Prabowo hanya ingin Indonesia merdeka&berdikari.Tdk hanya jd kacung b...,9/12/2013 16:49,Prabowo,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
1327202056,Ahmadbu35726263,@daysucirr @LintasME prabowo subianto Capres Jokowi Cawapres,2/8/2014 7:43,None,web,,1,,,,
1327433160,wantyprab,"RT @allunamaharani: Apalah ini org aussie dukung jokowi jd presiden? --"" Jokowi itu gubernur jakarta sampai 2017..",9/27/2013 1:12,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",In Your Heart,-1,,,,
1328013891,meda_kartika,"Dpr jalaludin rahmat @dirgarambe: Presiden Jokowi, Wapres Rieke, Mendagri Budiman Sujatmiko..Indonesia semakin ""ke kiri"".",2/4/2014 13:00,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,1,,,,
1328042083,JokowiPres,"RT @YusufAdiwinata: Repot"" amat bikin iklan buat capres jokowi turun juga bubar",8/29/2013 17:32,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
1332067613,Presiden2014com,"RT @Ricky_Nov1978: Jokowi presiden, prabowo wapres, ahok gub dki, sby ketua mpr, mega ketua dpr,",11/19/2013 2:11,Prabowo,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,1,,,,
1332677952,Elianaroza,"Percaya,saya pilih bapak ""@PekanbaruCo: Jika Jadi Presiden, Dahlan Janji akan Miskinkan Koruptor Semiskin-miskinnya [Go #Riau]""",9/16/2013 2:44,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Pekanbaru otw Bernabeu,1,,,,
1333675972,despar54,"DPD PDIP se Sumatera, Kalimtn, Celebes, Papua dukung Capres Jokowi! Jawa belon @iwands71 @Sunarwidjaja @QuSudartiDj68 @Dewalampung @haman_1",9/8/2013 2:33,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jakarta,1,,,,
1334376965,marschallathief,"RT @feri_latief: Ahok presiden, Jokowi beresin Jakarta dulu deh!",2/4/2014 8:41,None,web,,-1,,,,
1336629421,nundjannah,"Jangan plh capres arb dh ya. Bangun kampung halaman aja dya ga bsa, ngarep mau bangun Tanah Air",8/3/2013 12:17,Aburizal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bandung,-1,,,,
1338925414,mx_sugiharto,"@Presiden2014com pada HUT PDIP ke 4I yg tepat utk mengumumkan Capres Jokowi, dgn dkmn akan menambah suara PDIP dlm pileg 20I4,JOKOWI PASTI",9/8/2013 8:52,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>","Danau Kelapa Dua VII no 5,TGR",1,,,,
1344564913,RakaFMBandung,"20 Agustus 2003 - Jembatan Suramadu, diresmikan awal pembangunannya oleh Presiden Megawati Soekarnoputri  #Intermezzo",8/19/2013 23:19,Megawati,web,Bandung West Java,1,,,,
1347991947,casseyjo1,"RT @karinaml46: Dit, nanti lo mau pilih siapa jdi presiden? | JOKOWI! :D | klo lo, bud? | FARHAT ABBAS!! B) | -_- *kampret | #RIPFarhatAbas",2/9/2014 9:18,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
1348080073,Suherfi,"RT @alfredovalent: @Bung_Wonky ya semoga gak menang presiden.  Prabowo dulu preesiiden 10taun, jokowi gubernur 10taun.  Baru deh silahkan k",2/4/2014 6:39,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
1348463915,RirinML,"Gue mah salut sama capres wiranto ini, jarang ada calon pemimpin negaraa ngerasain jdi rakyat biasa.. Gue pilih..",2/21/2014 8:57,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
1349778389,Presiden2014com,RT @profesorkomodo: Solusi pemulihan ekonomi Indonesia adalah tahun depan Aburizal Bakrie menjadi presiden . ARB for president,8/28/2013 8:32,Aburizal,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,1,,,,
1351771847,Andrian68_SH,"Dibandingin Surya Paloh? ""@JTmor: Banyak orang mendukung Capres Prabowo hanya karena Prabowo ganteng.""",2/24/2014 16:21,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
1353638197,RoyMarten56,"Urus bandara tdk becus, persis pasar ""@despar54: Capres Dahlan Iskan: yg sulit jd Mudah @debley11 @boyke_bond @Banawa2 @Alex4_11 @masbedjo""",9/17/2013 6:31,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",JABAR,-1,,,,
1355775961,sulawesip,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta...",9/14/2013 11:21,Hatta,,,-1,,,,
1359005055,najmievelyn,Perolehan suara Ibas melampaui prestasi jumlah suara Puan Maharani (mantan presiden Megawati Sukarnoputri) pada Pileg 2009.,2/4/2014 12:09,None,web,,1,,,,
1359515337,surveitainment,"RT @KodratArief: Yg disurvey punya kta garinda ya aja menang ! ""@despar54: Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokowi 24% @...",9/5/2013 16:35,Prabowo,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
1360209553,Nalende_Vandals,Kalo gak salah indosat dijual dan sahamnya dikuasai qatar telecom atau SingTel (singapore) pas jamanya presiden megawati.,2/16/2014 11:05,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-1,,,,
1360539601,allunamaharani,"RT @miss_zp: jangan rebut jokowiku o_O ""@allunamaharani: Apalah ini org aussie dukung jokowi jd presiden? --"" Jokowi itu gubernur jakarta s...",9/27/2013 1:15,Jokowi,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Jakarta,-1,,,,
1361696676,ulinyusron,"Kalau Jawa Tengah bisa melahirkan capres Jokowi, nah dari Jawa Timur digorenglah Ibu Walkot utk jadi cawapres penculik :))",2/21/2014 6:50,None,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",,1,,,,
1363107733,yepegtloh,dan LEGOWO RT @Prabowo08 Prabowo tdk ngoyo jd presiden.Prabowo hanya ingin Indonesia merdeka&berdikari.Tdk hanya jd kacung bangsa lain.,9/12/2013 16:32,Prabowo,web,"Balikpapan, Kaltim.",1,,,,
1365562931,BeritaKabar,"Jika Maju Jadi Capres, Jokowi akan Bertemu Lawan Berat #Berita #Kabar",8/30/2013 10:37,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",,-1,,,,
1369807898,KujangSangata,"RT @Him_NK: Makanya pilih capres JOKOWI @despar54: Negara Koboi @Hasanuddin_: jk perdagangan senjata ilegal tdk diberantas, kita masuk era ...",9/11/2013 3:28,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
1371404066,Reiza_Patters,"#jreng! :D RT @ulinyusron Kalau Jawa Tengah bisa melahirkan capres Jokowi, dari Jawa Timur digorenglah Ibu Walkot utk cawapres penculik :))",2/21/2014 6:54,None,web,,1,,,,
1375561557,Caleg_Bersih,"RT @DioSamuel: ""@LoveNiey: Jokowi presd nya ""@Jimie_7: kalo @aniesbaswedan jadi presiden , @jokowi_do2 gubernurnya Jkt, bisa jadi kenapa ta...",9/17/2013 14:26,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
1376728289,Jendralwiko,Itu baru namanya capres ! (Wiranto),2/28/2014 8:36,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
1377149863,KujangSangata,RT @despar54: Forum Vihara &Petani Wonogiri dukung Capres Jokowi @tannusantara @indrajja_llah @BobbyEndhut @teh_tariq,9/15/2013 6:25,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
1378869959,InfoCapres,RT @ardianasmar: @andywindarto #capres Jokowi adlah pelampung penyelamat PDIP. Pertimbangan pragmatis belaka. PD & PDIP se-ideologi.,8/27/2013 9:54,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,1,,,,
1382933637,morrinosuares,"Jokowi harga mati RT ""@thoruzh09: Sy dukung jokowiahok jd presiden @jokowi_do2.Agr indonesia bersih dr koruptor n lbh mndukung lg bl ad UU",8/12/2013 0:34,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Central Java,1,,,,
1383806034,bayuprasetyoo,Golkar salah pilih capres. Wiranto salah pilih cawapres.,2/12/2014 13:22,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,-1,,,,
1384142724,ryand_tanoshi,"Prabowo... hahahahaha ""@neoatarashi30: Gubernurnya bu risma, presidennya prabowo wakilnya jokowi ""@ryand_tanoshi: Presiden jokowi, wakilnya",2/19/2014 17:03,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
1384963876,despar54,"Dahlan: Saya yakin Menangi Konvensi, April sy All out kalahkan Capres Jokowi @Re_bonjav @bert_dave @Femilyakarina  @el_massoud @SoffiAgus",2/15/2014 16:12,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
1385098810,prabowomutiara8,"RT @rifkiadityar: Menang hj teyek""@yaawirr: setelah di pikir-pikir sepertinya jika jowoki ga nyalonin presiden prabowo bisa menang nih.""",2/6/2014 17:45,None,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>",,1,,,,
1385710702,riasku,"NAFSU jd presiden prabowo surati kep.desa, 1 M jika terpilih? aneh itukan amanat UUD desa, kok diturunin hrsnya 1,2 M @fadjroeL @fadlizon",2/27/2014 11:49,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-7.2864555, 112.7047856",-1,,,,
1387449998,Presiden2014com,RT @AnisyaUlfa: Saya gak setujuh kalo jokowi dicalonin jd presiden! Dia aja blm slsai ngerjain kota jakarta eh mlh disrh jd presiden! Dahla...,9/8/2013 23:19,Dahlan,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,-1,,,,
1388701427,Mention_Mahfud,"RT @rieza_interisti: Dibalik jg posisinya mantap (y) RT @fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gima...",9/9/2013 3:13,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",semarang,1,,,,
1388936044,Fajargunawan_29,"RT @Sahabat_ARB2014: Mereka berharap, apabila terpilih sebagai presiden, ARB terus dekat dengan mereka dan membawa Indonesia ke arah lebih ...",9/25/2013 7:51,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",DKI Jakarta,1,,,,
1389764878,effendi1940,Momentum PDIP memenangkan Pilpres 2014 dgn menampilkan pasangan Capres Jokowi - Puan Maharani,8/18/2013 22:05,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
1390234180,fakhrizalmusic,"Selama Megawati masih hidup,Jokowi jangan bermimpi jadi Capres dari PDIPRT @VIVAnews Ditanya Peluang Jokowi Jadi Capres, Megawati: Sabar...",11/30/2013 9:39,Megawati,web,Banda Aceh - INDONESIA,-1,,,,
1393065801,JokowiPres,"RT @HalibBalikinz: @sarahbahrii @pkspiyungan @tribunnews : modal jual tampang 'sosial' doang utk jadi capres, Jokowi perlu blajar dari pnga...",9/12/2013 4:48,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
1394296480,Love_phobia,"RT @TrioMacan2000: Gak laku, sdh sering kami kultwit, cek fav deh ""@sehatsinergis: Bung @TrioMacan2000, apa pendapat anda dengan Capres ARB",2/17/2014 7:36,None,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
1397881150,KujangSangata,RT @harrypangestu97: @farhatabbaslaw capres prabowo lebih unggul di borneo di banding farhat,8/18/2013 12:24,Prabowo,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
1398642280,KodratArief,"Yg disurvey punya kta garinda ya aja menang ! ""@despar54: Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokowi 24% @kolo_ijo """,9/5/2013 16:11,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Cisarua Bogor Indonesia,-1,,,,
1399598435,BeritaKabar,"Jika Presiden, Dahlan Tetap Pakai Sepatu Kets #Berita #Kabar",8/30/2013 17:07,Dahlan,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",,1,,,,
1402244510,02tanggulang,"President for Joy""@AmanudinStone: @SBYudhoyono  hayoo dukung pak ARB jadi Presiden. Jadi Presiden ARB siap tidak dibayar.""",11/14/2013 5:01,Aburizal,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",somewhere around you,1,,,,
1403003721,HilmiaNeeza,"Mau Prabowo yg jd capres, Jokowi cawapres..",8/27/2013 3:17,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,1,,,,
1403364910,alisyarief,"Ayo, Jokowi mundur dr Gubernur, silahkan maju jadi Capres. Dahlan Iskan Mundur dr Menteri, silahkan lanjutkan konvensi Capres. Marzuki Alie?",2/1/2014 4:13,None,web,,1,,,,
1406400561,sulawesi1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres...",9/14/2013 11:50,Hatta,,,-1,,,,
1417002969,UlanOktavia_,Ketua PAN : Hatta Tetap Capres  DAHLAN TOLOL,8/4/2013 4:40,Dahlan,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,1,,,,
1418140211,WarrenChambers2,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...,9/24/2013 15:35,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,1,,,,
1418399498,ryanferoza23,@meycandana iklan capres ARB kek nya :))),8/23/2013 11:01,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Depan layar,1,,,,
1419776396,bayubergas,"Ditanya soal presiden, Jokowi ngeles ngomong ttg 'hujan deras'. Mas/mbak wartawan, hujan deras itu kiasan dr 'byk saingan', byk hambatan.",2/5/2014 17:20,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-1,,,,
1421797242,dirusak,"Dahlan iskan, nyalon capres, jokowi juga. Kalo mereka jadi satu tim mah, baahh!! This Is Indonesiaa!!",9/15/2013 14:14,Jokowi,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume�for�Android</a>",Indonesia,1,,,,
1424503834,bungapertiwi,"Untuk jadi presiden, Prabowo kejegal di HAM doang kan? Nah, Prabowo bikin film yang membantah soal itu..Film bela diri eh membela diri :D",2/19/2014 1:41,None,web,,1,,,,
1429499801,Akmil2017,"RT @Prabowofor2014: Prabowo tidak ngoyo jadi presiden. Prabowo hanya ingin Indonesia merdeka, Indonesia berdikari.#PrabowoPresiden #Gerindr...",9/23/2013 7:57,Prabowo,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Bandung, Mohammad Toha",1,,,,
1429740059,Pemilu_Nasional,"RT @bunbun482002: @Pemilu_Nasional Nah,klw bisa bisa Capres Jokowi Cawapres Prabowo!Negara kita perlu tentara yg kuat dan disegani utk jaga...",9/28/2013 9:08,Jokowi,web,Indonesia,1,,,,
1431339596,sujana64,"@kompascom capres Mahfud MD, wapres Pramono EW cocok. Yg lainnya maaf gak cocok.",8/2/2013 20:49,Mahfud,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Serang-Banten-Indonesia.,1,,,,
1432799291,InfoCapres,"RT @NovaL_Elpitu: Eneggg banget ogut liat iklan #Capres ARB di iklan ngomong'a sok bijak bnr, sebener'a dia punya kaca ga sii di rumahnya * ",8/12/2013 16:37,Aburizal,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,-1,,,,
1438499312,agakarebaa,"calon presiden, Aburizal Bakri, kasi laptop enam siswa di bulukumba",9/30/2013 12:38,Aburizal,web,makassar,1,,,,
1445070385,rafly_000,"Saya rasa peluang anda @harry_tanoe untuk menjadi wapres di 2014 sangat kecil, karena saingan anda adalah Bpk Presiden PRABOWO!! HaHaHa",8/5/2013 22:18,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
1445938205,ernanooruddin,"RT @michico_ayano: Allahu Akbar kl terjadi""@AnugrahRiko: Dream Team : Presiden Jokowi,Wakil Abraham Samad, gubernur DKI Ahok. Koruptor pd t ",8/2/2013 8:06,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",Tangerang Selatan,1,,,,
1449052642,KeBalii,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres...",9/14/2013 11:38,Hatta,,,-1,,,,
1452026774,wirantoRI,RT @anto_dwi: HANURA : HAri taNoe Untuk Ri satU. Emoh presiden wiranto. Muka penjahat.,9/13/2013 14:02,Wiranto,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
1453877115,AryundaRW,"Jari tengah ""@ekapsss: Entah ini mau nyumpah atau senyum aja ""@AryundaRW: Nyata,anaknya aja cantik :) ""@ekapsss: Capres Wiranto kayaknya pas",8/26/2013 14:03,Wiranto,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Samarinda - Yogyakarta,-1,,,,
1459595834,asep_natanegara,Pak Capres jokowi ternyata pusing juga di demo supir angkot/ kopaja. #kataberita,8/30/2013 3:36,Jokowi,web,Bandoeng Van Java Indoenesia,-1,,,,
1459817563,rizkymanalu,"@EndySukardi @jokowi_do2 @aburizalbakrie @Prabowo08 iin, pasti menang jokowi...jokowi 4 presiden, jokowi ttp dihati...",2/14/2014 12:45,None,web,,1,,,,
1463934996,jessenilev,"Bull-shit ngetz nich RT @PekanbaruCo: Jika Jadi Presiden, Dahlan Janji akan Miskinkan Koruptor Semiskin-miskinnya  [Go #Riau]",9/16/2013 2:44,Dahlan,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pekanbaru-Singapore,-1,,,,
1464761722,Budhiusmp,"Sedangkan pemain lama u soal Capres, JK dan Wiranto, lbh spt sdg menikmati wisata politik yg mengasyikkan semata, post power syndrome..",9/15/2013 23:17,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",,-1,,,,
1464919353,setyoarei,"Betuul :)) @M3161 @setyoarei , walo papan atas, tp gthu nyalonen skrg jd capres, jokowi mlh keilangan simpati",8/28/2013 23:15,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Bandung,-1,,,,
1465465867,asuwito75,"@matanajwa undang capres wiranto, prabowo, surya paloh dlm 1 meja. 'sosok yg katanya bersih-merakyat-bs memakmrkn rkyt. Ttp kritis",11/13/2013 15:50,Wiranto,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",semarang,1,,,,
1467091438,NellYoung,"Ikut Konvensi Capres, Dahlan Diundang Langsung SBY Bicara 4 Mata",8/25/2013 6:33,Dahlan,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Canada,1,,,,
1468093739,Politikhangat,"JK katakan, butuh waktu Jokowi jadi capres: Mantan Wakil Presiden Jusuf Kalla menyebut layak tidaknya Joko Widodo ",8/9/2013 13:51,JK,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,-1,,,,
1468201915,GloriaPatrick17,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...,9/24/2013 15:35,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Brunei,1,,,,
1473712600,immankdbugies,"Klo bahas kemungkinan duet capres JK-JKW,gmn can?? RT@TrioMacan2000: Bahas apa enaknya malam ini ?""",8/31/2013 16:15,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Indonesia,1,,,,
1474293548,foamylunatic95,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...,9/24/2013 15:36,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Chili,1,,,,
